ID,Reviews,Satisfaction
331323,works well control blood pressure   however     also lowers pulse greatly   wore 24 hour heart monitor showed pulse low 41 bpm sleeping   daytime pulse rarely 80 bpm unless exercising   occasional lightheadedness   overall works better controlling blood pressure drugs  ve tried,Positive
331324,taking medication heart rate slowed 34 beats per minute fun driving,Negative
331325,medication worked   easy use   1 daily     overall   satisfied experience,Positive
331334,mediine almost killed   much long     420   mg capsule stayed emergency room heart racing pulse low register   also bp high pulse low   started losing hair badly like chemo   according hairdresser   numerous stomach digestive problems well   felt terrible time never slept   finally called doctor demanded changed another medication   realized causing problems   meds including arthritis took almost dying know something bad wrong   way much dosage   bp high   horrible medicine,Negative
331335,mediine almost killed   much long     420   mg capsule stayed emergency room heart racing pulse low register   also bp high pulse low   started losing hair badly like chemo   according hairdresser   numerous stomach digestive problems well   felt terrible time never slept   finally called doctor demanded changed another medication   realized causing problems   meds including arthritis took almost dying know something bad wrong   way much dosage   bp high   horrible medicine,Negative
331343,beginning high blood medication treatment given diltiazem made sick   bloated barely able walk flight stairs   told doctor prescribed cartia instead   cartia pretty good   bloating   swelling nothing   went get refill one month discover changed pill another manufacturer   one blue white capsule 240mg   right back first began swelling   water retention lowering blood pressure   finally went doctor gave lasix help rid body extra fluid   meanwhile   already take 25mg hctz per day along cozaar   stopped taking diltaliazem blood pressure lower less water retention   medication causes water retention sometimes wo   lower blood pressure   good   cartia manufacturer says brand name available right   taking dilt anymore,Negative
331344,beginning high blood medication treatment given diltiazem made sick   bloated barely able walk flight stairs   told doctor prescribed cartia instead   cartia pretty good   bloating   swelling nothing   went get refill one month discover changed pill another manufacturer   one blue white capsule 240mg   right back first began swelling   water retention lowering blood pressure   finally went doctor gave lasix help rid body extra fluid   meanwhile   already take 25mg hctz per day along cozaar   stopped taking diltaliazem blood pressure lower less water retention   medication causes water retention sometimes wo   lower blood pressure   good   cartia manufacturer says brand name available right   taking dilt anymore,Negative
331346,mediine almost killed   much long     420   mg capsule stayed emergency room heart racing pulse low register   also bp high pulse low   started losing hair badly like chemo   according hairdresser   numerous stomach digestive problems well   felt terrible time never slept   finally called doctor demanded changed another medication   realized causing problems   meds including arthritis took almost dying know something bad wrong   way much dosage   bp high   horrible medicine,Negative
331349,doctor gave office since bp   side effects medication horrible  much pain legs body taking medication could sleep plus horrible lower back pain plus diahrhea exhaustion bad even engery take shower next day taking medication,Negative
331350,medication lower heart rate makes tied   also  ve noticed certain times blood presure increases head hurts,Negative
331352,medication lower heart rate makes tied   also  ve noticed certain times blood presure increases head hurts,Negative
331354,beginning high blood medication treatment given diltiazem made sick   bloated barely able walk flight stairs   told doctor prescribed cartia instead   cartia pretty good   bloating   swelling nothing   went get refill one month discover changed pill another manufacturer   one blue white capsule 240mg   right back first began swelling   water retention lowering blood pressure   finally went doctor gave lasix help rid body extra fluid   meanwhile   already take 25mg hctz per day along cozaar   stopped taking diltaliazem blood pressure lower less water retention   medication causes water retention sometimes wo   lower blood pressure   good   cartia manufacturer says brand name available right   taking dilt anymore,Negative
331361,medication lower heart rate makes tied   also  ve noticed certain times blood presure increases head hurts,Negative
331379,halucinations horriffic    ve 5 days,Negative
331381,muscle pain weakness stop taking   bad could barely walk   also rashes diahrea 5 6 times day severe pain back eating,Negative
331389,5th pill tried relief find one finally worked side effects,Positive
331390,feeling lethargic   sleepy alot   feel like taking medication,Negative
331398,gave funny feeling inside chest like someone putting fingers heart weight gain   reduced blood presure one bit heart rate matter,Negative
331399,feeling lethargic   sleepy alot   feel like taking medication,Negative
331402,feeling lethargic   sleepy alot   feel like taking medication,Negative
331411,ive 11 years work great also pvc help feel bad time go period work well like every 6 4 yrs work well keeping blood presure got try best far one tryed one last doz go 420 take 360mg thats highest go,Positive
331412,early high       42 yoa   stressfull job it works well   im able notice change   know first started scriptc,Positive
331414,gave funny feeling inside chest like someone putting fingers heart weight gain   reduced blood presure one bit heart rate matter,Negative
331416,gave funny feeling inside chest like someone putting fingers heart weight gain   reduced blood presure one bit heart rate matter,Negative
331421,doctor recently took medication   taking medication blood sugar levels control   levels 300   400  take insulin without levels going   within 3 days taking medication blood sugar levels stabled insulin needs decreased,Negative
331427,abdominal discomfort   joint pain raised triglycerides they normal st  med   fatigue   stopped med   trying something natural,Negative
331428,taking medication heart rate slowed 34 beats per minute fun driving,Negative
331436,doctor recently took medication   taking medication blood sugar levels control   levels 300   400  take insulin without levels going   within 3 days taking medication blood sugar levels stabled insulin needs decreased,Negative
331439,doctor recently took medication   taking medication blood sugar levels control   levels 300   400  take insulin without levels going   within 3 days taking medication blood sugar levels stabled insulin needs decreased,Negative
331444,taking medication heart rate slowed 34 beats per minute fun driving,Negative
331448,taking medication heart rate slowed 34 beats per minute fun driving,Negative
331451,week medication   extreme dry mouth   nasal drip   muscle cramps   already migraines often verdigo fact health insurance prescription company changed medication one little side effects one ridiculous    not happy talking dr  finding better one,Negative
331458,taking medication since april still suffering high blood pressure readings,Negative
331467,side effects,Positive
331476,works well control blood pressure   however     also lowers pulse greatly   wore 24 hour heart monitor showed pulse low 41 bpm sleeping   daytime pulse rarely 80 bpm unless exercising   occasional lightheadedness   overall works better controlling blood pressure drugs  ve tried,Positive
331486,side effect experienced seem need sleep   sleeping problem actually helped get good night time sleep   wake slower   horrible time lisinapril causing congestion continues cough ended immediately switched diovan   happy found something works,Positive
331494,diovan 2 weeks   terrible dizziness   headaches   fatigue   bp minimally lower   something else effective without side effects   understand many people compliant bp meds,Negative
331495,halucinations horriffic    ve 5 days,Negative
331501,take norvase 5mg together diovan 80mg l0wer pressure 120 80,Positive
331511,halucinations horriffic    ve 5 days,Negative
331514,halucinations horriffic    ve 5 days,Negative
331523,like medication   noticed stated get bad gas also bp went headaches blured vision   happy,Negative
331530,taking bp medicine side effects coughing etc   diovan seem side effects costly   could fine generic india   generic   available two monthes,Positive
331531,ive 11 years work great also pvc help feel bad time go period work well like every 6 4 yrs work well keeping blood presure got try best far one tryed one last doz go 420 take 360mg thats highest go,Positive
331546,ive 11 years work great also pvc help feel bad time go period work well like every 6 4 yrs work well keeping blood presure got try best far one tryed one last doz go 420 take 360mg thats highest go,Positive
331550,ive 11 years work great also pvc help feel bad time go period work well like every 6 4 yrs work well keeping blood presure got try best far one tryed one last doz go 420 take 360mg thats highest go,Positive
331581,dizzy   extreme muscle cramps   also short term memory loss   sometimes ca   recall happened last five minutes,Negative
331590,trouble breathing,Negative
331591,taking medication since april still suffering high blood pressure readings,Negative
331598,drug seems work find expensive   people afford stay,Positive
331600,taking medication since april still suffering high blood pressure readings,Negative
331607,3 mos   terrible side effects 2 yrs using   doctor think med   reaction metropole 2 yrs   ringing ears   heart palpitations   sweats   trouble sleeping   sore feet   cough nose drip   hope tomorrow   hope go holistic medecine route,Negative
331608,works well control blood pressure   however     also lowers pulse greatly   wore 24 hour heart monitor showed pulse low 41 bpm sleeping   daytime pulse rarely 80 bpm unless exercising   occasional lightheadedness   overall works better controlling blood pressure drugs  ve tried,Positive
331616,taking medication since april still suffering high blood pressure readings,Negative
331620,works well control blood pressure   however     also lowers pulse greatly   wore 24 hour heart monitor showed pulse low 41 bpm sleeping   daytime pulse rarely 80 bpm unless exercising   occasional lightheadedness   overall works better controlling blood pressure drugs  ve tried,Positive
331643,works well control blood pressure   however     also lowers pulse greatly   wore 24 hour heart monitor showed pulse low 41 bpm sleeping   daytime pulse rarely 80 bpm unless exercising   occasional lightheadedness   overall works better controlling blood pressure drugs  ve tried,Positive
331645,taken diovan 80 12 5 almost 10 years kept normal reading whole time taken   suffered headaches taking headache free last 10 years   see   highly recommend medication,Positive
331657,treated month half   bronchitis   sinus infection constant couch   realize 99   side effects   ve currenly stopped taking medicine   pray help people     chalking reaction simple bad luck,Negative
331664,medicene seems affecting overall ability stand without falling   seems blackouts   remember happens,Negative
331675,take diovan approximately year   drug lower blood presessure cardiologist added norvase control pressure night   week norvase   onset vertigo two weeks along skin rash hand joints   nauseated difficult function   primary physican said discontinue norvase   week vertigo gone   rash subsided week predinsone   recently another onset skin rash back predinsone improvement   wondered anyone else similiar experience   suggestions getting drug controlling bp natural approach,Positive
331703,blood pressure reduced immediately acceptable level   well pleased results,Positive
331719,blood pressure 170 120,Positive
331724,nasal drip,Negative
331729,taking drug several years along exercise satisfacory results,Positive
331734,within 1 week awful back   leg pain   also dizziness dibilatating   took night thinking would better   worse   matter much water drank muscles ached within 3 days stopping med body feels better   never take,Negative
331751,works excellent side effects   bp 150 123 72   lisinpril bp mid 130 range,Positive
331757,taking diovan almost 4 years   side effects   great medication,Positive
331765,taking diovan 160mg   bp 140 97   doctor switched 320 mg  bp 122 80   drug worked well side effects,Positive
331780,taking 160mg daily 3 years adverse reactions side effects,Positive
331788,taking diovan two year experienced side effects   african american several medications since 1989  medication combination two others brought blood pressure control   doctor trying year find right combination drugs,Positive
331791,taking medication little year happy medication   experienced side effect blood pressure check,Positive
331794,swelling ankles severe foot pain knee joint pain   classic allergic symptoms itching extremities skin eruptions scalp   steroids try relieve allergic reactions hope work,Negative
331797,high blood pressure   140s 90s   recently discovered   44yrs old   doctor gave 160mg samples take   taken 3 pain left knee lower leg   loose stool   fatigue   think taken last diovan,Negative
331803,taking medication year suddenly stopped effectiveness   doctor increased dosage still blood pressure stabilize   seen written inserts medication work well african americans,Negative
331810,noticable side effects   wondering   however   anyone associated poor circulation feet taking drug   experiencing sure,Positive
331814,drug makes hair fall buckets scary   get drug,Negative
331820,used medication 5 years 160mg per day,Positive
331824,lower bp   taking medication satisfied dose,Positive
331831,take one day   blood pressure normal   side affects,Positive
331840,diovan hct caused disturbing   psychedelic dreams     academic article web studied side effect   suggests daily dosing may induce psychedelic dreams   twice daily dosing may relieve problem   shame manufacturer mentioning serious side effect,Negative
331844,put diovan 320mg severe allergic reaction lisinopril almost died   take diovan along wit hctz 25mg diltazem er 300mg bp controlled   ca   take metoprolol   beta blocker due allergy beestings use epipen wo   work beta blocker    ve side effects medicine better heart attacks strokes dad bad stroke age 52 high bp saw   want,Positive
331847,could take lisinopril due severe cough   md put diovan   drug 2 months   bloating   stomach discomfort   gas   hair fell depression   weaning drug felt 100   better,Negative
331864,kept blood pressure made suicidal   could   tolorate day time tried taking night   would wake horrible thoughts   finally said something wrong   stopped taking 3 days happy girl   would rather high blood pressure touch stuff,Negative
331872,medcation works well pressure control,Positive
331884,160 mg reduced bp 160 140  had cough prior med   lisinopril had add 5 mg norvasc reduce bp 120 130,Positive
331894,switched cold turkey lisinopril   cause tired time   went 10mg lisinopril 80mg diovan overnight   noticed taking drug 5 days night   sleep well wake super tired functin work task becausee exhausted usually gain headache 2 hours morning   sometimes bad come home lie   guess iw ill give weeks work complain doctor   advice others experiencing similiar symptoms     think basically good medicines taking lexapro depression bp med feel tired time headaches dont help either   give advice   would appreciate   34 year old male   active,Positive
331910,71yrs old blood presure runs 137 67 started med keep headace presur moening 157 70 like,Negative
331922,ve taking 320mg diovan several months   worked well bring maintain blood pressure good number   side effect noticed first starting taking medicine made tired  started taking bedtime avoid dealing side effect day,Positive
331937,medication reduced blood pressure 155 90 108 70 short amt   time   everytime get blood pressure checked   good,Positive
331957,taking medication   severe coughing occurs   urine leakage   headaches occur   need blood pressure medication result coughing   would like know exists,Negative
331975,people hypertension taking drug potassium chloride supplements     120 meq day   beware combo lowers substantially hgb   hct   anemia   patients continue may hf   heart failure,Negative
331983,lowered blood pressure,Negative
331997,slight coughing,Negative
332013,sorry see many side effects   ve diovan year my blood pressure control problems hopefully stays way time,Positive
332020,started taking drug 10 13 09   nothing problems   heart racing   acid reflux really bad   gas really bad   itchy chest leg pain   walk 3 miles day first 15 minuntes   tired   hurts lift arms apply makeup   doctor switched exforge   give couple days see react   blood pressure high reviews   started 200 130 stable around 134 85   think stress played part higher numbers,Negative
332045,39 male   started taking diovan  160mg daily 1 month week reason trying save money prescriptions new doctor recommended alternative benicar hct 40 25m bp originally controlled 130 83 several years   made switch diovan   bp 174 100 constant head ache day night unable funtion work life returned benicar head ache slowly subsided 1 week   doctor   found transferd center     note self ai   broke   change ever    diovan   work   currently looking new doctor,Negative
332052,light headedness wave feeling head,Negative
332074,ve taken 7 years without problems,Positive
332081,taking 160mg 12 5 hct 3 years   sensitive sodium seems controlled quite well brought bp moderately high normal   feel side effects   swim fairly strenuously daily 1 hour workout past 25 years noticed joint ache since starting   take 1st thing morning swim   never knew many dissatisfied patients   oh well working fine,Positive
332087,terrible headache could   sleep night   could   taste food finally stopped taking medicine   like side effects,Negative
332093,feeling side effects unusual fatigue   blurred vision   muscle pain right leg   fever like symptons   sore throat     realize symptons side effects caused diovan   bringing pressure,Positive
332100,interested sexual side efects diovan,Positive
332106,started medication 2 5 months ago   felt immediate relief   difficulty breathing night   lying sleeping   eased almost   dull pain chest area   also vanished   symptom experience   way   slight lower back pain   mostly night sleeping hours   thought something kidneys   discomfort lost 3 kgs time   confess started walking regularly soon started taking medication   may another reason joint pain,Positive
332119,dizzy spells,Negative
332132,diovan 80 least 5 6 yrs noticed anything signifcant bp stable dr  happy numbers,Positive
332144,160 mg diovan two years significant side effects   seems people problems drug provide reviews people   provide reviews,Positive
332150,high stress job   also known white coat syndrome     med works great   realized   med works better taken bed time     dr   wo   tell   also med combined   fluid pill   try take least 2hrs bedtime,Positive
332156,ve atenolol   metropolol   enalipril   amlodipine diovan med get bp reasonable level   side effect although   usually sleep deprived attribute fatigue drug yet,Positive
332170,ve diovan awhile working lower blood pressure   interesting   doctors believe  s   white coat syndrome     causing problem   deathly afraid doctor   office   anything   ever since mom passed away   plus   traumatic experience   believe initiated whole fear doctor   anyway   anyone gets put stuff   stay   side affects eventually subside     want make sure take care   eat well   exercise   get good night   sleep    ll fine,Positive
332186,makes feel weak whole day   without strenght   bp always high   stopped one month ago feel great taking veg   juices every morning,Negative
332193,timees blood pressure goes low,Positive
332200,started taking approx 2 yrs ago   noticed arthritic symptoms soon   diagnosed possible lupus rheumatoid arthritis   saw several drs pain swelling joints   none agreed causing   past april   broke hives   acute renal failure   severe joint pain spent several days hospital   time taken diovan   joint pain hives disapeared   six weeks later starting diovan joint pain hives returned causing another stay hospital   bu tno renal failure   time convinced dr take diovan try something else   taking norvasc last six weeks joint pain   hives kydneys functioning fine   diovan common element hospital stays,Negative
332219,review system include race   issue drug   one important fact drug may work well african americans   one     may advised drug used natural inclination doctor  up   dosage another drug might work better low dosage   doctors quick prescribe dosages     good long run due effect drugs liver,Negative
332240,blood preasure normal,Positive
332262,long watch salt intake affective,Positive
332269,switched diovan hct diovan jitters chest doctor sure   decided one month try diovan without hct,Negative
332314,medication seemed work rx coverage could   afford   noticing people developed leg wounds injury   heal anyone problem,Positive
332323,forgot mention something   addition improved diet walking every day   drinking apple cider vinegar glass water twice day   ca   say helped normalize bp without meds     know     numerous websites describing health benefits acv   check   decide try   stir one two tablespoons raw organic unfiltered apple cider vinegar   mother   full glass water     mother name little cobwebby nutrients float vinegar     bragg good brand   hain     like vinegar taste   stir little honey   first started help irritable bowel rep controlling bp well   patient give weeks   nothing happen overnight,Negative
332333,posted 7 21 getting diovan   something drug causing unacceptable levels bowel looseness plus number annoying side effects   amazed easy normalize bp becoming active improving diet   important thing say get rear get moving   walking ideal gentle works almost muscles   start slow build gradually   start new program several weeks attempting reduce meds   talk doc first,Negative
332342,stopped taking diovan week ago   several weeks prior   started walking mile day   every single day   half   and half    walk fast enough breath get home   also improved diet   fish   seafood   whole grains   fruits   vegies   almost sweets   feel better several years lot energy   saw doc today followup quitting diovan   bp 124 82 without meds   tonight celebrate   bottom line   sure really need drugs,Negative
332369,quit taking diovan making major lifestyle changes instead   plagued side effects   means body hates stuff probably   good   good artificially   normal   bp   causing many problems   people still strokes   heart attacks bp meds   better try control naturally keep body happy   suggestion bp meds must   try low doses 2 even 3 meds rather high doses single med   suggested cousin pharmacist   says minimizes side effects,Negative
332387,borderline high bp   used considered normal     maybe   even need   caused rashes   itchy skin   chronic chapped lips diarrhea   like drugs   stuff poison     going try lifestyle changes instead,Negative
332400,diuretic   cramps legs feet rest sleep   get restless legs ever start relax   blood checked lab report said stop diuretic   amd low sodium   blood pressure fine,Negative
332470,alot side effectives   coughing   joint pain   seems like always cold,Negative
332487,taking divan year   blood taken shown bilirubin whack   thing different diovan   could cause,Positive
332526,blood pressure 170 something like 120 diagnosed   taking 160 mg daily one year blood pressure consistently remains normal levels experience side effects   well pleased drug,Positive
332607,satisfied medicine,Positive
332684,drug substitute norvasc adverse reaction   gum swelling    after 2 weeks use failed keep systolic pressure 150,Negative
332726,switched diovan lisinopril caused cough   diovan causes joint pain foot hurts sensitivity sunlight   37 definately  issue   pain legs never experienced,Negative
332768,sore rectum,Positive
332839,posted review last week 5 13 diagnosis   well   taking week   pulse rate increased feel like shakes   today   changed avapro   150 mg   reading reviews   drug less effective african americans deal discrimination drug   wow   gon na lose weight hopefully away   205 lost 6 lbs     probably water     started exercising also changing diet   help god   done   doctor feels diuretic part giving shakes overall   bp decreased 144   92 117   78   today     may work,Negative
332857,diagnosed today somewhat doubt frightened   received diovan took first pill   scheduled take 1 month review doc   plan losing weight want take rest life   bp today 144   90 44 yrs old 211 lbs   dr  advised lose weight stand   presently     one visit dr  bp check confirm condition,Negative
332874,took first dose 160 mg accompanied toporol 25 mg night   also take 1 toporol 25 day     doctor switched med bad side effects lisinopril   within 2 hours taking diovan   developed itching   first head hands   arms legs followed   calling doctor tomorrow   sure frusterating   symptoms diovan report     5 00 first dose taken 1 00,Negative
332881,find price medication keeps going much   generic usa although market manny years generic canada,Positive
332889,problems taking drug   began taking lung surgery chemo drug   avastin   made high blood pressure first time life   4 different high blood pressure meds get blood pressure slowly cut meds except diovan take 160 mg,Positive
332912,bp 160 97   doctor wanted 80mg   refused said   take 40 mg  worked 120 70 range   51   130lbs fit   complaint dry skin   dehydrate easily   fatigue,Positive
332928,ve taking diovan 7 years now  gradually time  ve increase dosage    320 mg  drug given side effects   headache   loss sex drive   fatigue   back pain   extreme leg pain   leg tingles numbness   muscle pain   jitters   muscle spasms   however   done great job controlling bp   225 110   120 75   deal exhaustion     great medication definitely work,Positive
332951,blood pressure control,Positive
332974,80mg diovan failed lower blood pressure   dr changed 180 working fine couple weeks   3 week   started feel muscle pain legs   jaw started hurting   felt skin itch   increased heart rate started feel jittery anxiety   going doctor tomorrow get new prescription   natural alternatives diovan,Negative
332990,went doctor severe headaches back head neck   blood pressure way high   200 100   scary   diovan 160 help   changed diovan 320 year   side effects   keeps bp   normal     last doctor visit 120 80,Positive
332998,stop sex life,Negative
333006,taking diovan three years   keep increasing dose   started 80 mg  went 160 mg  320 mg    keeping numbers good levels   feel little tired times would never consider dropping diovan,Positive
333014,satisfied drug,Positive
333047,previously took lisinopril caused severe coughing daily loss voice   diovan eliminated cough completely   concern cost brand rx quadrupled lisinopril   looking generic alternative cause severe coughing,Positive
333064,extreme muscle pain,Negative
333080,headache   nausa   heartburn   dizzness   musle weakness pain   joint pain   taking 60mg 10days became confused numbness fingers toes   agatated   heart rate stayed 90 102  urine turned dark   sleepless nights this drug taken market   dangerous,Negative
333086,blood pressure excessively high 200 90   doctor prescribed 160 mg 1  per day   within week bp significantly reduced   5 months bp hovers around 117 76   make sure drink plenty fluids   times experience mild dizziness stand rapidly   otherwise   side effects,Positive
333098,bp 160   94 started years ago  diovan 40mg    now diovan 80  bp 130   70   side effects   may sexual diminishing effects   seems work well,Positive
333110,diovan 80mg year take one aday bp 130 90 120 over85 used get bad headachs back head dont get anymore prob dizziness doesnt last day tried stopping medicine week headachs came back glass wine csn deal little dizziness,Positive
333117,took drug 3 4 years   lowered blood pressure pretty well increase dosage 80 mcg     sensitive drugs   year ago   gradually started feel worse worse   back aching soon joints muscles   could   exercise without 3 days really sharply sore muscles   told doctor sore back joints muscles told     part getting old      t   finally pulled tore ligament muscle shoulder needed physical therapy   sore backs joints muscles   taking ibuprofen function daily life   doctor ran blood tests liver function tests bad   bad enough took diovan   like weight lifted shoulders   within 2 days could get bed without hobbling started walk   back started feel better   shoulder began heal   could exercise sore 3 days     need ibuprofen anymore   normal energy level returned   liver function tests getting better   insisted doctor take seriously told muscles joints back hurt hurt different sore muscles   much sharper   plus   good drug need nsaids tolerate   effect body   hopefully liver permanently damaged,Negative
333123,started 160mg go 320mg   320mg job well   tried diet   exercise   thing helped medication   used   160 95     hovering around 125 85   side effects   least yet     32   3 years,Positive
333141,blood preasure 170 80 diovan 130 60 good   side effects,Positive
333153,husband medication done well,Positive
333166,first given enalapril   worked fairly well   physician concerned  dry cough     changed valsartan   80mg     affect   labile often high   bp   another physician increased dose 160 mg per day   made difference   side effects slight   slight gastric distress     need consider alternatives     magnesium supplementation seems help   low dose diazepam massage well coenzyme q10     valsartan expensive work   original physician like idea thiazide diuretics   concerned metabolic disturbances   perhaps concentrate  life style   changes   currently sedentary stressful job,Negative
333173,symptoms od hypertension   taken health fair   physician put drug worked problems except put beta blocker also,Positive
333186,started lowest dose bp high   dr  gradually increased 120 mg side effects horrible   headaches   joint pain   tiredness bp still high   unhappy stopped taking,Negative
333204,diovan 80mg 3  years   problems except dystolic stayed high   added amlodipine 2 5 mg 2 weeks ago   combination meds seem brought dizziness   feeling faint   low energy     rapid hair loss   bp control   side effects increasing stress level   sure combo need,Positive
333210,feel slight sense tiredness medication   enough consider requesting change,Positive
333216,non diuretic form diovan,Positive
333235,started avalide 10 yrs ago worked fine doctor chose lisinopril since free insurance   terrible cough day night long   changed diovan seems working though would like see numbers bit lower     months  ll give see   change,Positive
333266,80mg 2wk lowered bp 150 100 126 85   also take ioomg toprolxl daily have noticed negative side effects,Positive
333272,drug approximately 3 months   helped lower blood pressure little bit   enough   dr  increased dosage   blood pressure started going back   acquired weight gain increased appetite strange dry   scabby rash lower back stomach   biggest problem drug   hangover   type effect every morning tried get     drink alcohol drugs   dr  switched lisinopril working quite well   side effects like diovan,Negative
333302,satified however generic replacement   costly,Positive
333328,doctor prescribed diovan   80mg   1xdaily   diabetic   type 2   prescribed glipizide   discontinue triam   latest rx states 2 diovan 80 mg  per day   plus 1 2 80 mg pill evening   blood pressure control   question large increase dosage,Positive
333336,earlier tried taking 320mg   bad results tried 80mg   able 1 week   chest felt like asthma continuosly without wheezing   took med went back atenolol also time   see dr  tries next,Negative
333357,dr  rx   diovan hct 320 high blood pressure   somewhat works   really effects asthma   coughing spells control     on line research found side effects worse high blood pressure   seems alot rx   meds side effects much worse original problem       whether smart   stopped taking diovan coughing bad       however   contacting dr decision,Negative
333377,took diovan 160 five days   fifth day   felt dizzy morning   afternoon heart began racing   called md first thought panic attack   never one   body temperature dropped 97  feet turned white   felt cold shivered whole five days   also became sensitive light sound   left side face left foot became numb   lessened   disappear even stopped diovan,Negative
333384,meds sure keeps bp control,Positive
333397,ve medication five months   really helped lower      dosage changed 80 mg everyday 40 mg everyday    ve noticed bp slightly elevated   feel jittery sometimes heart rate goes way easily   anyone else experienced,Positive
333411,bp   190 80 prescribed 180mg   1 5 week later bp 135 80   like   40 co pay   told doc gave several sample packs 320mg said could double pills left make 320mg   trying save increase dose   cut 320mg half 180mg   far   slight headaches,Positive
333424,started 40mg 6 months ago   side effects control bp 4 weeks ago   dr  doubled 80mg   persistent ha   fatigue   joint pain   foot   lower back   neck rt   arm pain   fingers right hand swollen   relayed side effects dr she prescribed migraine med   second ace inhibitor both causing bad reactions,Negative
333437,wish genric diovan,Positive
333458,alittle weird first seems fine now but one month,Positive
333492,effective bp   another dr  added another drug   finally found one seems work   metoprolol,Negative
333499,twin brother taking medicine two months   taking benicar side affects   two months experienced alopecia side affect   lose hair body   doctor told immediately discontinue taking diovan oral     waiting bald spot back head grow back,Negative
333512,tried several bp medicines reactions   seemed different   2 1 2 months started diarhea slight headaches   beginning think reactions   one problem,Positive
333540,make tired best taken bed,Positive
333567,taken med 3 years   worked well   think affect sexual function   320mg   highest   insurance changed   drug expensive   take something else   time tell change work,Positive
333579,gaint hives trunk body rub againt clothing cause open sores,Negative
333599,negative effects taking drug,Positive
333605,experiencing heart burn medication   rarely heartburn taking medicine   taken four days experienced heartburn day,Negative
333610,started taking medicine bp came went back doctor doibled dose dizziness got worse bp stayed normal 6 months started getting headaches sick feeling went back doctor bp 160 90 changed lisinopril problems since,Negative
333616,trouble paying high price medication,Positive
333622,diovan 5 years    ve happy tried others experienced awful side effects   love diovan,Positive
333645,blood pressure control since began using med   noticed adverse side affects,Positive
333665,drug made gain weight huge appetite change   doctor says     got anyway went atenolol,Negative
333669,drug makes irritable   causes depersonalize   causes palpitations   jittery   nausea    t   feel right,Negative
333677,stoped taking 30 days pressure went   started taking   pressure eased back,Positive
333681,bp changed dizzy,Negative
333693,make difference blood presure,Negative
334941,drug 12 years   great success   lowered blood pressure   consistently normal range checked,Positive
334942,took awhile show progress bp range,Positive
335438,recently diagnosed pre hypertension   blood became consistently close 140 90   generic gave headaches daily first three weeks took   never completely lowered blood pressure   doctor increase dosage experienced increased heart rate   extreme nausea   swelling feet ankles hands,Negative
335462,taking corgard 2 years gained almost 30 lbs even though exercise regularly watch diet   hair thinned top     female   bad     joint pain   nightmares insomnia   asked change medication immediately symptoms went away weight decreasing gradually   would   take drug,Negative
335492,helped blood pressure lowered fast heart rate,Positive
335508,wakes different times night never get thru sleep also making hair come   handle,Negative
335515,confusion,Negative
335521,coreg ineffective controlling bp   another possible reason taking prevent recurrence atrial fibrillation    fib controlled ablation   side effects medication dizziness   sedation   sleepiness   loss mental acuity   opinion side effects outweigh possible benefits,Negative
335529,change prerasure   plus feet swell believe joints ache yhink   drug   appt dr  the27th   let know side affects,Negative
335530,change blood preasure,Negative
335540,exhaustion   swelling legs   extreme difficulty breathing   loss sleep due breathing difficulties   body pain   depression   unclear thinking   anxiety   nightmares   hate drug   generic version formula original coreg   forced cardiologist allow back metropolol,Negative
335545,began taking coreg age 58 59  prescribed 12 5 mg twice day   side effects   tiredness   wproblem resolved taking 20 mg   time released rx   one impt fact   use generic coreg   think time released coreg doesnt come generic   also take lisinipril   generic   old generic water pill     68   problems bp   big prob water pill   water pill brings bp well   drink water   avoid salt,Positive
335550,medication   20 mg   approximately four weeks   blood pressure definitely lower   sometimes hands little cold   occasionally felt bit   spacey     though extreme often   overall pleased results   see doctor thinks next week,Positive
335551,took toprol xl half year first controlled blood pressure well   side effects however   tired time ed sometimes   half year stopped working blood pressure high   160s 90s   hypertension specialist switched coreg   reading reviews taking horrified   think people success taking   post review   absolutely side effects   ed   feel great medicine   also controls blood pressure well   130s 80s take 12 5mg 2x day   anybody reading scared drug   believe works lot people,Positive
335556,drug presribed conjunction hydrochlrothiziade   water pill    after 24 36 hours extreme cramping hands   calves   feet   also awful mood changes nervous combative depression  stopped water pill relieved cramping symptons remained stopped taking coreg   12 24 hours stopping severe headaches heavy pressure chest back pain   24 hours back almost normal,Negative
335561,feel dizzie time release med   kicks   heart rate went 166 104  thought gonner   whent er found noting wrong   told ask family doc   advise use   might go back enalapril 10 mg  coreg also 10,Negative
335563,problems   blood pressure normally 110 120 60 80,Positive
335566,problems effects,Positive
335568,really hard time sleeping taking med   spaced day could barely function   office job     also became pretty deeply depressed   may byproduct exhaustion spaciness     worst medication  ve ever taken   doctor switched bystolic alpha blocker evening   equally effective treating high blood pressure   minimal side effects,Negative
335569,tired   week   unclear thinking   hard focus   ca   sleep   knee joints hurt,Negative
335574,coreg cr lower heart rate heart longer raced occasion   however   blood pressure go   side effects complete lethargy point wanting sit sleep day complete lack sex drive made medication nightmare   switched bystolic 1 week tons energy,Negative
335577,would recommend drug anyone     always extremely tired unable focus much anything     worth benefit,Negative
335581,20mg is good me  sleepy 2 hours    k   rest day   easy take   one tab   day,Positive
335587,fatigue   dizziness headaches   also experienced growing tenderness gums nasal passages,Negative
335591,weight gain dizziness fatigued headaches,Negative
